1.000E-03	1.416E+02	3.228E+01	1.738E+02	7.040E-06	2.977E-06	0.4228	
1.500E-03	1.734E+02	2.629E+01	1.997E+02	9.701E-06	4.471E-06	0.4609	
2.000E-03	2.002E+02	2.248E+01	2.227E+02	1.207E-05	5.934E-06	0.4916	
2.500E-03	2.238E+02	1.978E+01	2.436E+02	1.422E-05	7.351E-06	0.5171	
3.000E-03	2.452E+02	1.776E+01	2.629E+02	1.619E-05	8.722E-06	0.5387	
4.000E-03	2.813E+02	1.488E+01	2.962E+02	1.977E-05	1.134E-05	0.5740	
5.000E-03	3.133E+02	1.290E+01	3.262E+02	2.298E-05	1.383E-05	0.6018	
6.000E-03	3.422E+02	1.144E+01	3.537E+02	2.592E-05	1.619E-05	0.6246	
7.000E-03	3.688E+02	1.031E+01	3.791E+02	2.865E-05	1.844E-05	0.6437	
8.000E-03	3.931E+02	9.414E+00	4.025E+02	3.121E-05	2.060E-05	0.6600	
9.000E-03	4.156E+02	8.675E+00	4.243E+02	3.363E-05	2.268E-05	0.6743	
1.000E-02	4.368E+02	8.056E+00	4.449E+02	3.593E-05	2.468E-05	0.6869	
1.250E-02	4.790E+02	6.869E+00	4.859E+02	4.129E-05	2.944E-05	0.7129	
1.500E-02	5.152E+02	6.014E+00	5.212E+02	4.626E-05	3.394E-05	0.7336	
1.750E-02	5.470E+02	5.366E+00	5.523E+02	5.091E-05	3.821E-05	0.7506	
2.000E-02	5.753E+02	4.856E+00	5.802E+02	5.533E-05	4.232E-05	0.7648	
2.250E-02	6.007E+02	4.442E+00	6.051E+02	5.954E-05	4.627E-05	0.7770	
2.500E-02	6.234E+02	4.099E+00	6.275E+02	6.360E-05	5.009E-05	0.7876	
2.750E-02	6.438E+02	3.810E+00	6.476E+02	6.752E-05	5.381E-05	0.7970	
3.000E-02	6.621E+02	3.562E+00	6.657E+02	7.133E-05	5.744E-05	0.8053	
3.500E-02	6.942E+02	3.159E+00	6.974E+02	7.866E-05	6.447E-05	0.8196	
4.000E-02	7.210E+02	2.844E+00	7.239E+02	8.569E-05	7.125E-05	0.8314	
4.500E-02	7.432E+02	2.591E+00	7.457E+02	9.249E-05	7.783E-05	0.8415	
5.000E-02	7.609E+02	2.382E+00	7.633E+02	9.912E-05	8.427E-05	0.8502	
5.500E-02	7.748E+02	2.207E+00	7.770E+02	1.056E-04	9.059E-05	0.8578	
6.000E-02	7.852E+02	2.058E+00	7.872E+02	1.120E-04	9.683E-05	0.8646	
6.500E-02	7.926E+02	1.929E+00	7.946E+02	1.183E-04	1.030E-04	0.8706	
7.000E-02	7.976E+02	1.817E+00	7.994E+02	1.246E-04	1.092E-04	0.8761	
7.500E-02	8.003E+02	1.717E+00	8.020E+02	1.308E-04	1.153E-04	0.8812	
8.000E-02	8.011E+02	1.629E+00	8.027E+02	1.371E-04	1.214E-04	0.8858	
8.500E-02	8.003E+02	1.550E+00	8.018E+02	1.433E-04	1.275E-04	0.8900	
9.000E-02	7.979E+02	1.479E+00	7.994E+02	1.495E-04	1.337E-04	0.8940	
